PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance
PO-01513,AlphaSupplies,2022-09-05,2022-09-21,Raw Materials,Delivered,199,126.42,117.67,3,Compliant
PO-01514,EpsilonMfg,2024-02-26,2024-03-04,Packaging,Delivered,172,41.31,39.29,3,Compliant
PO-01515,BetaCorp,2023-04-19,2023-05-20,Electronics,Delivered,339,530.34,504.83,7,Compliant
PO-01516,BetaCorp,2022-12-10,2023-01-14,Packaging,Delivered,234,37.63,34.27,2,Compliant
PO-01517,EpsilonMfg,2022-05-27,2022-06-07,Packaging,Delivered,172,36.09,33.23,1,Compliant
PO-01518,BetaCorp,2023-01-15,2023-02-05,Electronics,Delivered,471,519.93,502.51,0,Compliant
PO-01519,DeltaWorks,2022-05-03,2022-06-28,Consumables,Partial,400,18.47,16.49,52,Compliant
PO-01520,DeltaWorks,2023-10-23,2023-12-10,Consumables,Partial,361,20.69,19.35,78,Compliant
PO-01521,DeltaWorks,2022-09-14,2022-09-30,Consumables,Delivered,335,19.0,17.84,36,Non-Compliant
PO-01522,GammaTrade,2023-02-02,2023-02-10,Packaging,Delivered,461,38.06,33.5,15,Compliant
PO-01523,DeltaWorks,2024-05-22,2024-06-20,Consumables,Delivered,215,21.63,20.54,10,Compliant
PO-01524,DeltaWorks,2023-03-31,2023-04-27,Machinery,Delivered,247,2421.01,2140.9,39,Compliant
PO-01525,BetaCorp,2023-12-31,,Packaging,Pending,109,40.82,38.89,11,Compliant
PO-01526,GammaTrade,2023-07-16,2023-08-11,Machinery,Delivered,415,2476.25,2209.81,7,Compliant
PO-01527,DeltaWorks,2024-05-02,2024-05-25,Electronics,Partial,455,574.46,507.82,21,Compliant
PO-01528,BetaCorp,2023-06-14,2023-07-04,Machinery,Delivered,492,2459.6,2290.13,26,Compliant
PO-01529,EpsilonMfg,2023-10-19,2023-11-04,Packaging,Delivered,410,40.19,37.53,3,Compliant
PO-01530,BetaCorp,2022-11-20,2022-11-29,Machinery,Delivered,400,2355.05,2155.11,37,Compliant
PO-01531,AlphaSupplies,2022-12-06,2023-01-17,Raw Materials,Partial,170,128.89,115.14,1,Compliant
PO-01532,BetaCorp,2024-05-10,,Electronics,Pending,329,575.43,554.77,26,Non-Compliant
PO-01533,DeltaWorks,2023-12-22,2024-02-02,Electronics,Delivered,165,558.69,533.1,6,Non-Compliant
PO-01534,AlphaSupplies,2023-09-26,2023-11-02,Consumables,Delivered,297,20.57,19.19,8,Compliant
PO-01535,BetaCorp,2023-11-11,2023-11-20,Raw Materials,Delivered,475,138.47,122.53,9,Compliant
PO-01536,BetaCorp,2023-08-24,2023-09-28,Raw Materials,Delivered,428,136.18,123.67,35,Compliant
PO-01537,DeltaWorks,2022-12-19,,Consumables,Pending,53,19.39,17.26,0,Compliant
PO-01538,GammaTrade,2022-06-03,2022-06-22,Machinery,Delivered,488,2272.13,2181.24,37,Compliant
PO-01539,AlphaSupplies,2023-09-10,2023-10-24,Electronics,Delivered,263,546.69,481.91,4,Compliant
PO-01540,BetaCorp,2022-10-14,,Consumables,Pending,472,19.12,16.86,32,Non-Compliant
PO-01541,AlphaSupplies,2023-12-19,2024-01-29,Packaging,Partial,239,40.71,38.37,0,Compliant
PO-01542,DeltaWorks,2022-12-07,,Raw Materials,Pending,76,128.92,118.66,16,Compliant
PO-01543,EpsilonMfg,2022-11-06,2022-12-07,Raw Materials,Delivered,473,128.08,119.84,0,Compliant
PO-01544,GammaTrade,2024-04-02,2024-04-30,Electronics,Delivered,411,570.84,527.4,4,Compliant
PO-01545,BetaCorp,2022-10-16,2022-10-28,Machinery,Delivered,477,2337.74,2211.5,53,Non-Compliant
PO-01546,AlphaSupplies,2024-04-10,2024-04-21,Raw Materials,Delivered,400,142.95,137.0,2,Compliant
PO-01547,BetaCorp,2024-06-03,2024-07-01,Raw Materials,Delivered,380,144.59,139.27,46,Compliant
PO-01548,DeltaWorks,2024-03-15,2024-03-30,Electronics,Delivered,323,568.68,517.61,15,Non-Compliant
PO-01549,AlphaSupplies,2022-01-04,2022-01-14,Raw Materials,Delivered,361,120.08,111.79,10,Compliant
PO-01550,BetaCorp,2024-04-17,2024-05-05,Machinery,Delivered,263,2624.63,2499.17,17,Compliant
PO-01551,AlphaSupplies,2022-07-09,2022-07-28,Machinery,Delivered,50,2289.44,2116.13,0,Compliant
PO-01552,BetaCorp,2023-12-21,2024-01-17,Raw Materials,Delivered,106,139.64,125.89,11,Compliant
PO-01553,EpsilonMfg,2023-09-08,2023-10-12,Electronics,Delivered,337,546.46,509.79,1,Compliant
PO-01554,AlphaSupplies,2022-10-16,2022-11-23,Electronics,Delivered,43,510.05,460.12,0,Compliant
PO-01555,DeltaWorks,2023-11-22,2023-12-04,Raw Materials,Delivered,376,138.79,125.08,28,Non-Compliant
PO-01556,EpsilonMfg,2023-08-06,2023-09-04,Raw Materials,Delivered,439,135.67,128.4,6,Compliant
PO-01557,DeltaWorks,2023-07-14,2023-07-31,Electronics,Delivered,107,540.04,475.29,1,Compliant
PO-01558,DeltaWorks,2024-03-26,2024-05-01,Electronics,Delivered,216,570.0,509.47,23,Compliant
PO-01559,DeltaWorks,2024-06-13,2024-06-29,Raw Materials,Delivered,172,144.89,138.73,16,Compliant
PO-01560,BetaCorp,2023-08-31,2023-10-02,Packaging,Delivered,121,39.78,35.2,8,Compliant
PO-01561,DeltaWorks,2022-06-12,,Machinery,Pending,499,2276.45,2146.01,33,Compliant
PO-01562,EpsilonMfg,2023-03-20,2023-03-30,Machinery,Delivered,446,2415.4,2248.25,3,Compliant
PO-01563,DeltaWorks,2022-10-24,,Consumables,Pending,275,19.16,18.34,53,Compliant
PO-01564,AlphaSupplies,2023-10-09,2023-11-12,Electronics,Delivered,332,550.04,525.67,8,Compliant
PO-01565,GammaTrade,2024-04-06,2024-05-13,Electronics,Delivered,75,571.32,518.76,0,Compliant
PO-01566,BetaCorp,2023-12-06,,Electronics,Pending,456,556.81,528.41,40,Non-Compliant
PO-01567,DeltaWorks,2023-07-23,2023-08-11,Electronics,Delivered,416,541.07,508.23,90,Non-Compliant
PO-01568,EpsilonMfg,2023-12-27,,Packaging,Delivered,131,40.78,37.38,1,Compliant
PO-01569,EpsilonMfg,2023-01-29,2023-03-10,Raw Materials,Delivered,329,130.37,117.66,3,Compliant
PO-01570,GammaTrade,2023-04-06,2023-04-30,Raw Materials,Delivered,108,132.22,123.61,6,Compliant
PO-01571,DeltaWorks,2022-08-17,2022-09-23,Packaging,Delivered,177,36.72,33.53,23,Non-Compliant
PO-01572,DeltaWorks,2023-09-12,,Electronics,Pending,112,546.92,487.03,17,Non-Compliant
PO-01573,EpsilonMfg,2022-05-04,2022-05-23,Consumables,Delivered,41,18.47,17.42,0,Compliant
PO-01574,DeltaWorks,2023-12-19,2024-01-08,Machinery,Delivered,15,2559.06,2293.69,0,Compliant
PO-01575,DeltaWorks,2023-01-13,,Raw Materials,Pending,475,129.93,120.6,50,Compliant
PO-01576,BetaCorp,2023-03-31,,Consumables,Pending,65,19.81,17.86,4,Compliant
PO-01577,EpsilonMfg,2022-10-19,2022-10-27,Machinery,Delivered,75,2339.21,2234.65,0,Compliant
PO-01578,GammaTrade,2022-11-19,2022-12-23,Packaging,Delivered,202,37.46,33.53,10,Compliant
PO-01579,AlphaSupplies,2022-11-28,2023-01-06,Electronics,Delivered,301,514.7,473.06,0,Compliant
PO-01580,AlphaSupplies,2022-05-24,2022-06-15,Raw Materials,Delivered,277,123.67,118.28,1,Compliant
PO-01581,AlphaSupplies,2022-12-18,2022-12-28,Machinery,Delivered,262,2369.0,2137.79,5,Compliant
PO-01582,BetaCorp,2024-04-22,2024-05-06,Consumables,Delivered,116,21.5,20.68,12,Non-Compliant
PO-01583,AlphaSupplies,2022-01-25,2022-03-03,Consumables,Delivered,441,18.09,17.46,0,Compliant
PO-01584,BetaCorp,2023-05-28,2023-07-12,Packaging,Partial,208,38.99,36.7,0,Compliant
PO-01585,DeltaWorks,2023-11-17,2023-11-26,Raw Materials,Delivered,222,138.65,125.58,10,Compliant
PO-01586,DeltaWorks,2022-12-24,,Raw Materials,Pending,307,129.38,117.32,37,Non-Compliant
PO-01587,DeltaWorks,2022-06-05,2022-08-03,Packaging,Partial,478,36.16,33.33,32,Compliant
PO-01588,EpsilonMfg,2022-06-13,2022-07-11,Machinery,Delivered,396,2276.93,2037.62,1,Compliant
PO-01589,GammaTrade,2022-01-30,2022-03-03,Machinery,Delivered,343,2213.49,2058.32,5,Compliant
PO-01590,AlphaSupplies,2022-07-24,2022-08-13,Packaging,Delivered,386,36.54,32.94,13,Compliant
PO-01591,AlphaSupplies,2023-08-04,2023-09-12,Packaging,Delivered,441,39.55,35.2,0,Compliant
PO-01592,GammaTrade,2023-05-27,2023-07-02,Packaging,Delivered,208,38.98,34.49,16,Compliant
PO-01593,DeltaWorks,2023-07-29,,Machinery,Pending,417,2483.05,2275.22,85,Compliant
PO-01594,EpsilonMfg,2024-06-24,2024-07-01,Raw Materials,Delivered,25,145.23,140.87,0,Compliant
PO-01595,DeltaWorks,2022-06-13,2022-07-02,Consumables,Delivered,198,18.63,17.91,46,Non-Compliant
PO-01596,GammaTrade,2023-11-01,2023-11-15,Machinery,Delivered,404,2533.29,2452.22,9,Compliant
PO-01597,BetaCorp,2023-10-14,2023-12-03,Raw Materials,Partial,359,137.66,124.31,8,Compliant
PO-01598,BetaCorp,2024-06-09,2024-07-03,Machinery,Delivered,365,2654.13,2362.71,1,Compliant
PO-01599,BetaCorp,2022-03-08,2022-04-15,Packaging,Delivered,203,35.49,33.15,12,Compliant
PO-01600,AlphaSupplies,2022-02-15,2022-03-12,Consumables,Delivered,404,18.17,16.55,11,Compliant
PO-01601,GammaTrade,2022-08-29,2022-09-07,Packaging,Delivered,424,36.82,33.43,29,Compliant
PO-01602,DeltaWorks,2024-01-03,2024-01-15,Packaging,Delivered,34,40.84,36.49,4,Compliant
PO-01603,BetaCorp,2023-11-06,2023-11-22,Electronics,Delivered,381,553.3,491.77,17,Compliant
PO-01604,EpsilonMfg,2023-01-17,2023-02-02,Machinery,Delivered,187,2384.03,2212.14,3,Compliant
PO-01605,EpsilonMfg,2023-01-04,2023-01-19,Machinery,Delivered,54,2377.5,2100.52,0,Compliant
PO-01606,EpsilonMfg,2024-06-30,2024-07-16,Packaging,Delivered,269,42.41,40.98,3,Compliant
PO-01607,BetaCorp,2022-05-23,2022-06-24,Consumables,Delivered,415,18.55,16.36,4,Compliant
PO-01608,EpsilonMfg,2022-02-12,2022-03-26,Consumables,Delivered,304,18.16,16.77,4,Compliant
PO-01609,GammaTrade,2022-04-30,2022-06-11,Machinery,Delivered,438,2255.9,2122.13,32,Compliant
PO-01610,BetaCorp,2022-12-26,2023-01-21,Consumables,Partial,362,19.42,17.53,11,Compliant
PO-01611,BetaCorp,2024-01-04,,Packaging,Pending,416,40.85,39.62,46,Compliant
PO-01612,AlphaSupplies,2022-09-05,2022-10-16,Electronics,Delivered,165,505.66,456.11,4,Non-Compliant
PO-01613,AlphaSupplies,2022-10-30,2022-11-10,Raw Materials,Delivered,105,127.89,122.66,0,Compliant
PO-01614,GammaTrade,2022-01-11,2022-02-10,Machinery,Delivered,163,2204.64,2000.05,2,Compliant
PO-01615,DeltaWorks,2023-08-31,,Consumables,Pending,261,20.46,19.77,31,Compliant
PO-01616,GammaTrade,2024-05-31,2024-06-13,Machinery,Delivered,395,2649.1,2379.42,13,Compliant
PO-01617,DeltaWorks,2023-01-25,,Raw Materials,Pending,259,130.26,125.9,5,Compliant
PO-01618,AlphaSupplies,2022-09-09,2022-09-22,Raw Materials,Delivered,376,126.52,114.48,6,Compliant
PO-01619,DeltaWorks,2022-11-27,,Raw Materials,Cancelled,407,128.65,121.2,44,Compliant
PO-01620,AlphaSupplies,2023-12-02,2023-12-10,Raw Materials,Delivered,451,139.09,133.3,16,Compliant
PO-01621,DeltaWorks,2023-12-15,,Electronics,Pending,420,557.87,512.74,65,Compliant
PO-01622,EpsilonMfg,2023-12-16,2024-01-10,Raw Materials,Delivered,99,139.5,128.83,1,Compliant
PO-01623,DeltaWorks,2023-12-05,2024-01-11,Raw Materials,Delivered,438,139.17,133.06,51,Compliant
PO-01624,BetaCorp,2022-02-14,2022-03-30,Machinery,Delivered,124,2220.51,2093.5,14,Compliant
PO-01625,AlphaSupplies,2022-06-18,2022-08-15,Raw Materials,Partial,389,124.33,119.05,8,Compliant
PO-01626,GammaTrade,2022-01-22,2022-03-04,Machinery,Delivered,469,2209.76,2002.48,3,Compliant
PO-01627,EpsilonMfg,2022-03-10,2022-04-08,Machinery,Delivered,144,2231.77,2151.65,1,Compliant
PO-01628,BetaCorp,2022-01-25,2022-02-13,Raw Materials,Delivered,302,120.61,115.23,18,Non-Compliant
PO-01629,GammaTrade,2022-03-10,2022-04-12,Machinery,Delivered,346,2231.77,1969.76,3,Compliant
PO-01630,GammaTrade,2024-02-04,2024-03-14,Packaging,Delivered,15,41.12,37.29,0,Compliant
PO-01631,EpsilonMfg,2022-01-10,2022-02-01,Consumables,Delivered,425,18.03,17.0,7,Compliant
PO-01632,DeltaWorks,2023-05-06,2023-06-16,Machinery,Delivered,98,2439.46,2319.19,20,Compliant
PO-01633,EpsilonMfg,2024-05-31,2024-06-11,Packaging,Delivered,254,42.14,37.99,2,Compliant
PO-01634,GammaTrade,2024-04-27,,Packaging,Delivered,40,41.84,39.6,2,Compliant
PO-01635,GammaTrade,2023-04-06,2023-04-21,Machinery,Delivered,453,2424.07,2218.99,17,Non-Compliant
PO-01636,DeltaWorks,2022-09-05,2022-09-16,Packaging,Delivered,157,36.87,33.78,16,Compliant
PO-01637,AlphaSupplies,2024-03-02,2024-03-26,Packaging,Delivered,199,41.35,37.72,3,Compliant
PO-01638,GammaTrade,2023-09-12,2023-11-01,Consumables,Partial,167,20.51,19.29,6,Compliant
PO-01639,EpsilonMfg,2023-11-30,2023-12-15,Consumables,Delivered,348,20.85,19.09,3,Compliant
PO-01640,GammaTrade,2023-06-14,2023-07-08,Consumables,Delivered,42,20.12,18.4,3,Compliant
PO-01641,BetaCorp,2022-11-28,2022-12-24,Electronics,Delivered,299,514.7,457.26,8,Compliant
PO-01642,GammaTrade,2023-09-05,2023-09-20,Electronics,Delivered,347,546.11,508.92,22,Compliant
PO-01643,GammaTrade,2023-07-21,2023-08-30,Consumables,Delivered,418,20.28,19.09,5,Compliant
PO-01644,BetaCorp,2023-09-05,2023-10-13,Packaging,Delivered,435,39.82,35.79,22,Compliant
PO-01645,EpsilonMfg,2023-07-05,2023-07-28,Machinery,Delivered,140,2470.51,2320.55,0,Compliant
PO-01646,DeltaWorks,2022-03-10,2022-04-17,Raw Materials,Delivered,488,121.73,116.01,53,Non-Compliant
PO-01647,GammaTrade,2023-08-05,2023-09-08,Consumables,Delivered,146,20.35,18.97,7,Compliant
PO-01648,DeltaWorks,2022-11-17,2022-11-27,Machinery,Delivered,102,2353.56,2257.53,1,Compliant
PO-01649,EpsilonMfg,2022-05-11,2022-06-14,Electronics,Delivered,483,493.34,443.76,1,Compliant
PO-01650,AlphaSupplies,2022-12-12,2023-01-15,Raw Materials,Delivered,378,129.05,113.84,3,Compliant
PO-01651,GammaTrade,2022-12-29,2023-02-11,Consumables,Delivered,87,19.43,17.38,2,Compliant
PO-01652,DeltaWorks,2023-07-09,2023-08-21,Packaging,Delivered,498,39.34,35.98,88,Non-Compliant
PO-01653,DeltaWorks,2022-04-08,2022-05-14,Raw Materials,Delivered,218,122.48,116.09,31,Non-Compliant
PO-01654,GammaTrade,2022-01-04,2022-02-18,Raw Materials,Delivered,167,120.08,113.9,11,Compliant
PO-01655,AlphaSupplies,2023-12-31,,Machinery,Delivered,86,2565.54,2385.95,2,Compliant
PO-01656,GammaTrade,2024-06-21,2024-07-31,Packaging,Delivered,233,42.33,38.49,6,Compliant
PO-01657,DeltaWorks,2023-09-14,,Machinery,Cancelled,83,2507.78,2386.15,11,Non-Compliant
PO-01658,DeltaWorks,2024-03-17,2024-04-18,Packaging,Delivered,121,41.48,38.73,7,Non-Compliant
PO-01659,DeltaWorks,2024-06-17,2024-08-12,Consumables,Partial,22,21.75,20.18,1,Non-Compliant
PO-01660,DeltaWorks,2023-02-03,2023-03-13,Raw Materials,Delivered,194,130.5,119.88,20,Compliant
PO-01661,DeltaWorks,2022-12-23,,Electronics,Pending,197,517.42,491.24,12,Compliant
PO-01662,BetaCorp,2023-10-23,2023-11-14,Consumables,Partial,281,20.69,19.11,38,Compliant
PO-01663,BetaCorp,2023-12-26,2024-02-06,Raw Materials,Delivered,57,139.79,124.08,0,Compliant
PO-01664,DeltaWorks,2022-10-28,2022-11-15,Packaging,Delivered,233,37.29,35.7,12,Compliant
PO-01665,BetaCorp,2023-09-28,2023-10-29,Raw Materials,Partial,345,137.19,132.43,13,Compliant
PO-01666,DeltaWorks,2022-08-30,2022-09-23,Packaging,Partial,110,36.82,35.66,1,Compliant
PO-01667,BetaCorp,2022-05-08,2022-06-08,Consumables,Partial,293,18.49,16.64,6,Non-Compliant
PO-01668,BetaCorp,2022-11-30,2022-12-08,Raw Materials,Delivered,402,128.73,114.96,28,Non-Compliant
PO-01669,BetaCorp,2023-04-26,2023-06-10,Raw Materials,Delivered,77,132.78,126.94,8,Compliant
PO-01670,BetaCorp,2022-06-29,2022-08-13,Machinery,Delivered,375,2284.62,2070.09,39,Compliant
PO-01671,AlphaSupplies,2023-04-17,2023-05-19,Electronics,Delivered,260,530.12,488.98,5,Compliant
PO-01672,DeltaWorks,2022-12-29,,Consumables,Cancelled,305,19.43,17.47,54,Non-Compliant
PO-01673,EpsilonMfg,2022-06-20,2022-06-29,Machinery,Delivered,265,2280.29,2108.58,1,Compliant
PO-01674,GammaTrade,2023-09-11,2023-10-11,Raw Materials,Delivered,205,136.7,121.47,0,Compliant
PO-01675,BetaCorp,2024-03-04,2024-04-17,Machinery,Delivered,85,2600.39,2372.86,9,Compliant
PO-01676,GammaTrade,2022-09-08,2022-10-13,Machinery,Delivered,471,2319.08,2219.82,9,Compliant
PO-01677,GammaTrade,2023-04-20,2023-05-06,Packaging,Delivered,36,38.68,37.07,2,Non-Compliant
PO-01678,AlphaSupplies,2023-04-22,2023-05-26,Electronics,Delivered,464,530.68,471.35,1,Compliant
PO-01679,EpsilonMfg,2022-02-11,2022-02-22,Machinery,Delivered,454,2219.1,1965.9,3,Compliant
PO-01680,BetaCorp,2022-04-14,2022-04-24,Raw Materials,Delivered,374,122.63,117.34,1,Compliant
PO-01681,AlphaSupplies,2023-02-18,2023-03-17,Machinery,Delivered,323,2400.17,2255.92,3,Compliant
PO-01682,AlphaSupplies,2024-02-16,2024-03-29,Machinery,Delivered,400,2591.09,2399.61,11,Compliant
PO-01683,BetaCorp,2022-12-05,2022-12-29,Machinery,Delivered,235,2362.51,2151.07,4,Compliant
PO-01684,EpsilonMfg,2022-10-10,2022-10-17,Machinery,Delivered,31,2334.78,2181.85,0,Compliant
PO-01685,DeltaWorks,2023-03-14,,Packaging,Pending,140,38.38,35.34,7,Non-Compliant
PO-01686,BetaCorp,2022-09-29,2022-11-04,Raw Materials,Delivered,412,127.06,114.93,52,Compliant
PO-01687,AlphaSupplies,2023-11-17,2023-12-17,Raw Materials,Delivered,470,138.65,128.75,15,Non-Compliant
PO-01688,EpsilonMfg,2024-06-29,2024-07-26,Consumables,Delivered,389,21.81,19.39,4,Compliant
PO-01689,EpsilonMfg,2023-11-30,2023-12-22,Consumables,Delivered,314,20.85,19.7,1,Compliant
PO-01690,GammaTrade,2022-11-04,,Consumables,Cancelled,380,19.2,17.76,1,Compliant
PO-01691,GammaTrade,2024-04-23,2024-05-14,Raw Materials,Delivered,124,143.34,137.13,8,Compliant
PO-01692,AlphaSupplies,2023-06-02,2023-07-15,Consumables,Delivered,390,20.07,18.81,5,Compliant
PO-01693,DeltaWorks,2024-03-04,2024-04-05,Raw Materials,Delivered,465,141.84,133.57,90,Compliant
PO-01694,AlphaSupplies,2023-01-15,2023-02-22,Electronics,Delivered,130,519.93,498.82,4,Compliant
PO-01695,DeltaWorks,2022-10-21,2022-11-07,Packaging,Delivered,421,37.23,35.3,60,Compliant
PO-01696,AlphaSupplies,2022-03-26,2022-04-29,Raw Materials,Delivered,14,122.14,109.72,0,Compliant
PO-01697,BetaCorp,2022-01-03,2022-02-02,Raw Materials,Delivered,26,120.05,111.36,2,Non-Compliant
PO-01698,EpsilonMfg,2022-02-11,2022-02-20,Raw Materials,Delivered,168,121.04,115.61,3,Compliant
PO-01699,AlphaSupplies,2024-03-19,2024-04-26,Packaging,Delivered,210,41.5,39.62,0,Compliant
PO-01700,EpsilonMfg,2024-05-01,2024-06-15,Raw Materials,Delivered,80,143.58,131.36,1,Compliant
PO-01701,EpsilonMfg,2023-05-24,2023-06-25,Raw Materials,Delivered,362,133.57,122.27,6,Compliant
PO-01702,DeltaWorks,2023-06-06,,Electronics,Cancelled,344,535.74,504.88,33,Non-Compliant
PO-01703,BetaCorp,2023-11-14,2023-11-30,Electronics,Delivered,133,554.23,521.31,0,Compliant
PO-01704,BetaCorp,2023-04-05,2023-05-03,Raw Materials,Delivered,380,132.19,126.73,36,Compliant
PO-01705,DeltaWorks,2022-05-06,,Machinery,Pending,352,2258.76,2001.94,46,Compliant
PO-01706,BetaCorp,2023-11-03,2023-12-02,Machinery,Delivered,90,2534.35,2450.72,0,Compliant
PO-01707,GammaTrade,2022-07-11,2022-08-12,Machinery,Delivered,247,2290.41,2054.27,15,Compliant
PO-01708,GammaTrade,2023-11-06,2023-11-24,Machinery,Delivered,478,2535.96,2388.11,0,Compliant
PO-01709,DeltaWorks,2023-05-14,2023-05-29,Raw Materials,Delivered,181,133.29,118.79,10,Compliant
PO-01710,BetaCorp,2023-03-04,,Packaging,Delivered,14,38.3,37.02,1,Compliant
PO-01711,DeltaWorks,2022-07-26,2022-09-16,Consumables,Partial,180,18.8,17.88,11,Compliant
PO-01712,EpsilonMfg,2023-09-20,2023-09-29,Consumables,Delivered,110,20.54,18.21,1,Compliant
PO-01713,EpsilonMfg,2022-02-15,2022-02-26,Machinery,Delivered,19,2220.97,2097.48,0,Compliant
PO-01714,EpsilonMfg,2022-08-25,2022-09-29,Consumables,Delivered,437,18.92,16.78,2,Compliant
PO-01715,BetaCorp,2022-09-18,2022-09-27,Consumables,Delivered,12,19.01,17.76,0,Non-Compliant
PO-01716,AlphaSupplies,2022-02-18,2022-03-31,Machinery,Delivered,420,2222.38,1963.92,13,Compliant
PO-01717,EpsilonMfg,2024-02-27,2024-04-11,Electronics,Delivered,36,566.64,519.04,0,Compliant
PO-01718,AlphaSupplies,2023-02-03,2023-02-22,Packaging,Delivered,178,38.06,35.0,0,Compliant
PO-01719,BetaCorp,2022-01-22,2022-02-14,Machinery,Delivered,486,2209.76,2123.58,11,Compliant
PO-01720,BetaCorp,2022-07-28,2022-08-22,Machinery,Delivered,195,2298.63,2078.88,8,Compliant
PO-01721,AlphaSupplies,2022-06-09,2022-07-14,Raw Materials,Partial,446,124.09,110.61,1,Compliant
PO-01722,GammaTrade,2022-04-27,2022-06-07,Packaging,Delivered,182,35.87,32.33,6,Compliant
PO-01723,GammaTrade,2022-12-31,,Raw Materials,Delivered,190,129.57,116.48,8,Compliant
PO-01724,EpsilonMfg,2022-03-06,2022-04-16,Raw Materials,Delivered,185,121.63,116.21,0,Non-Compliant
PO-01725,GammaTrade,2022-12-15,2022-12-28,Raw Materials,Delivered,415,129.14,115.35,26,Compliant
PO-01726,BetaCorp,2023-09-28,2023-10-09,Packaging,Delivered,406,40.01,36.51,55,Compliant
PO-01727,DeltaWorks,2024-02-29,2024-04-01,Consumables,Partial,174,21.26,19.75,37,Compliant
PO-01728,BetaCorp,2023-08-08,,Raw Materials,Pending,350,135.72,127.31,31,Compliant
PO-01729,AlphaSupplies,2024-06-01,2024-07-16,Electronics,Delivered,78,578.11,536.66,1,Compliant
PO-01730,DeltaWorks,2023-07-21,,Machinery,Pending,381,2478.86,2182.14,10,Non-Compliant
PO-01731,GammaTrade,2022-11-16,2022-11-29,Packaging,Delivered,227,37.44,34.51,0,Compliant
PO-01732,BetaCorp,2024-04-15,2024-05-18,Electronics,Delivered,88,572.41,535.66,12,Non-Compliant
PO-01733,DeltaWorks,2024-01-27,2024-02-21,Electronics,Delivered,21,562.95,530.86,1,Non-Compliant
PO-01734,EpsilonMfg,2023-09-06,2023-09-29,Consumables,Delivered,195,20.48,18.3,2,Compliant
PO-01735,EpsilonMfg,2023-08-20,2023-09-15,Packaging,Delivered,128,39.69,35.64,2,Compliant
PO-01736,AlphaSupplies,2023-08-15,2023-09-26,Consumables,Delivered,289,20.39,18.18,7,Compliant
PO-01737,AlphaSupplies,2024-06-18,2024-06-28,Electronics,Delivered,346,580.18,540.84,1,Compliant
PO-01738,AlphaSupplies,2023-05-04,2023-06-14,Raw Materials,Delivered,424,133.01,128.51,1,Compliant
PO-01739,BetaCorp,2022-12-09,,Raw Materials,Pending,342,128.97,123.14,33,Compliant
PO-01740,AlphaSupplies,2022-08-12,2022-09-20,Machinery,Delivered,74,2305.91,2085.47,0,Compliant
PO-01741,GammaTrade,2024-03-24,2024-05-05,Consumables,Delivered,441,21.37,19.32,8,Compliant
PO-01742,DeltaWorks,2024-04-24,2024-06-07,Packaging,Delivered,186,41.82,38.58,18,Compliant
PO-01743,EpsilonMfg,2023-12-25,2024-01-01,Raw Materials,Delivered,341,139.76,130.28,6,Compliant
PO-01744,GammaTrade,2023-08-14,2023-09-05,Packaging,Delivered,338,39.64,37.79,3,Compliant
PO-01745,AlphaSupplies,2023-12-02,2023-12-16,Raw Materials,Delivered,121,139.09,129.98,2,Compliant
PO-01746,AlphaSupplies,2022-04-20,2022-05-04,Machinery,Delivered,238,2251.15,2114.51,8,Compliant
PO-01747,EpsilonMfg,2023-03-31,2023-04-20,Electronics,Delivered,449,528.22,480.84,3,Compliant
PO-01748,BetaCorp,2023-05-16,2023-05-23,Machinery,Delivered,233,2444.6,2162.49,14,Compliant
PO-01749,AlphaSupplies,2023-06-21,2023-07-16,Machinery,Delivered,221,2463.23,2325.29,1,Compliant
PO-01750,AlphaSupplies,2024-03-15,2024-04-13,Machinery,Delivered,43,2606.43,2349.44,0,Compliant
PO-01751,GammaTrade,2023-02-04,2023-02-19,Machinery,Delivered,255,2393.09,2263.15,0,Compliant
PO-01752,BetaCorp,2023-06-06,2023-07-06,Consumables,Delivered,84,20.09,18.33,6,Compliant
PO-01753,EpsilonMfg,2024-02-04,2024-02-17,Electronics,Delivered,42,563.9,526.51,0,Compliant
PO-01754,EpsilonMfg,2023-08-12,2023-09-19,Consumables,Delivered,281,20.38,18.3,5,Compliant
PO-01755,GammaTrade,2023-03-06,2023-03-24,Consumables,Delivered,10,19.7,18.1,0,Compliant
PO-01756,GammaTrade,2023-08-24,2023-10-08,Electronics,Delivered,215,544.73,518.58,9,Compliant
PO-01757,EpsilonMfg,2024-06-30,2024-07-29,Packaging,Delivered,33,42.41,40.2,0,Compliant
PO-01758,BetaCorp,2023-07-30,2023-08-14,Machinery,Delivered,49,2483.57,2405.34,1,Non-Compliant
PO-01759,DeltaWorks,2024-01-27,,Consumables,Pending,358,21.11,20.34,47,Non-Compliant
PO-01760,BetaCorp,2022-08-12,2022-09-25,Packaging,Delivered,28,36.69,34.36,1,Non-Compliant
PO-01761,DeltaWorks,2022-04-06,2022-05-01,Packaging,Partial,131,35.71,33.54,25,Non-Compliant
PO-01762,EpsilonMfg,2022-02-15,2022-02-22,Packaging,Delivered,151,35.33,32.76,2,Compliant
PO-01763,DeltaWorks,2022-04-13,2022-05-26,Electronics,Delivered,308,490.44,471.8,20,Compliant
